date,platform,post_type,likes,shares,comments,views,,,,,,
03/01/2023,Facebook,text,493,664,256,4446,,,,,,
03/01/2023,Instagram,image,1873,143,140,5396,,,,,,
03/01/2023,Facebook,video,891,280,163,4043,,,,,,
03/01/2023,Twitter,image,2114,225,474,4883,,,,,,
03/01/2023,Facebook,image,879,713,357,7867,,,,,,
04/01/2023,Facebook,text,1399,758,412,8524,,,,,,
04/01/2023,Twitter,image,1294,349,278,6485,,,,,,
04/01/2023,Facebook,text,1928,823,307,5465,,,,,,
04/01/2023,Instagram,video,854,426,270,6019,,,,,,
05/01/2023,Twitter,video,464,424,441,9441,,,,,,
05/01/2023,Twitter,video,1897,358,387,7407,,,,,,
05/01/2023,Instagram,video,1159,865,113,9730,,,,,,
05/01/2023,Twitter,image,1379,217,132,8472,,,,,,
05/01/2023,Facebook,video,1308,403,499,7651,,,,,,
06/01/2023,Facebook,image,1904,481,475,7543,,,,,,
07/01/2023,Twitter,text,1775,251,118,5241,,,,,,
07/01/2023,Instagram,video,1933,419,214,9778,,,,,,
07/01/2023,Twitter,video,648,664,434,4098,,,,,,
07/01/2023,Facebook,video,884,373,466,5995,,,,,,
07/01/2023,Twitter,image,892,880,215,4955,,,,,,
07/01/2023,Instagram,image,1749,653,259,4388,,,,,,
07/01/2023,Facebook,video,695,153,237,7240,,,,,,
07/01/2023,Instagram,image,2112,259,362,6073,,,,,,
07/01/2023,Twitter,video,1800,893,408,6408,,,,,,
07/01/2023,Instagram,image,689,123,191,5503,,,,,,
07/01/2023,Twitter,video,1037,144,332,9137,,,,,,
07/01/2023,Facebook,video,1908,641,212,9314,,,,,,
08/01/2023,Facebook,video,682,859,327,7050,,,,,,
08/01/2023,Twitter,image,1066,284,315,4843,,,,,,
08/01/2023,Facebook,image,441,198,152,9682,,,,,,
08/01/2023,Facebook,video,1505,360,384,9624,,,,,,
09/01/2023,Twitter,text,1746,715,356,4043,,,,,,
09/01/2023,Twitter,image,648,759,300,9726,,,,,,
09/01/2023,Twitter,text,1802,256,155,7147,,,,,,
09/01/2023,Facebook,image,1064,545,262,8977,,,,,,
09/01/2023,Twitter,video,1196,267,439,8444,,,,,,
10/01/2023,Facebook,video,1573,841,337,9001,,,,,,
10/01/2023,Twitter,text,1985,561,351,6752,,,,,,
10/01/2023,Twitter,video,528,625,266,8356,,,,,,
10/01/2023,Twitter,image,809,645,491,5626,,,,,,
10/01/2023,Instagram,image,1961,514,170,5459,,,,,,
11/01/2023,Instagram,video,1233,307,254,4479,,,,,,
11/01/2023,Twitter,image,2041,197,364,4077,,,,,,
12/01/2023,Twitter,video,531,273,317,9390,,,,,,
12/01/2023,Instagram,image,577,636,477,6012,,,,,,
12/01/2023,Twitter,text,1006,471,153,5020,,,,,,
13/01/2023,Facebook,text,2129,122,151,7305,,,,,,
13/01/2023,Instagram,image,1291,183,279,8840,,,,,,
13/01/2023,Twitter,text,994,550,332,9520,,,,,,
13/01/2023,Facebook,video,1096,479,442,8814,,,,,,
13/01/2023,Facebook,image,686,785,135,6782,,,,,,
13/01/2023,Twitter,video,780,101,140,7924,,,,,,
13/01/2023,Facebook,video,1327,623,286,8154,,,,,,
14/01/2023,Twitter,video,548,601,425,8632,,,,,,
14/01/2023,Facebook,video,558,179,176,6453,,,,,,
14/01/2023,Twitter,video,1400,456,320,7624,,,,,,
15/01/2023,Facebook,image,766,853,392,5687,,,,,,
15/01/2023,Facebook,text,1500,510,358,5540,,,,,,
15/01/2023,Twitter,video,1251,260,322,9724,,,,,,
15/01/2023,Twitter,image,1614,607,125,7262,,,,,,
15/01/2023,Instagram,image,1969,184,260,8248,,,,,,
15/01/2023,Instagram,text,1090,584,176,8994,,,,,,
15/01/2023,Facebook,video,2039,523,371,4780,,,,,,
16/01/2023,Facebook,video,2194,591,118,9601,,,,,,
17/01/2023,Facebook,video,1092,768,133,8192,,,,,,
17/01/2023,Instagram,video,823,449,480,9916,,,,,,
17/01/2023,Facebook,text,1132,136,497,9185,,,,,,
17/01/2023,Instagram,video,544,109,268,8871,,,,,,
17/01/2023,Instagram,video,1012,405,306,8323,,,,,,
17/01/2023,Facebook,video,2153,649,447,6425,,,,,,
18/01/2023,Twitter,image,490,219,432,6694,,,,,,
18/01/2023,Twitter,image,731,154,376,9520,,,,,,
18/01/2023,Twitter,text,1660,222,439,8164,,,,,,
18/01/2023,Instagram,text,550,520,256,7993,,,,,,
18/01/2023,Twitter,text,429,801,331,8081,,,,,,
18/01/2023,Twitter,image,1153,279,108,6087,,,,,,
18/01/2023,Instagram,text,1862,803,224,8919,,,,,,
18/01/2023,Instagram,text,1270,119,281,4046,,,,,,
18/01/2023,Twitter,text,857,191,254,8912,,,,,,
19/01/2023,Instagram,text,846,811,303,7336,,,,,,
19/01/2023,Twitter,image,497,602,408,4043,,,,,,
19/01/2023,Twitter,text,542,729,495,9723,,,,,,
19/01/2023,Facebook,video,1179,784,298,5535,,,,,,
19/01/2023,Instagram,video,1471,292,147,9536,,,,,,
19/01/2023,Facebook,video,977,325,310,8695,,,,,,
19/01/2023,Facebook,text,809,721,452,6205,,,,,,
19/01/2023,Facebook,image,1783,673,343,9623,,,,,,
19/01/2023,Instagram,image,1615,269,415,4951,,,,,,
19/01/2023,Instagram,video,824,346,448,9806,,,,,,
20/01/2023,Twitter,video,2008,793,141,6896,,,,,,
20/01/2023,Twitter,image,1860,487,365,4725,,,,,,
20/01/2023,Instagram,text,2174,816,318,5403,,,,,,
21/01/2023,Twitter,text,1622,647,139,8372,,,,,,
21/01/2023,Facebook,text,624,466,340,8152,,,,,,
21/01/2023,Instagram,image,487,326,450,6937,,,,,,
21/01/2023,Instagram,text,1551,413,141,4074,,,,,,
21/01/2023,Facebook,image,867,110,483,4038,,,,,,
22/01/2023,Twitter,image,446,582,119,6292,,,,,,
22/01/2023,Instagram,image,1006,415,428,6258,,,,,,
22/01/2023,Facebook,video,1931,165,360,9627,,,,,,
22/01/2023,Instagram,video,528,860,192,6298,,,,,,
22/01/2023,Twitter,image,1444,674,397,8964,,,,,,
22/01/2023,Facebook,text,2162,801,449,9510,,,,,,
23/01/2023,Instagram,video,1339,487,123,7665,,,,,,
23/01/2023,Instagram,text,2063,890,189,8712,,,,,,
23/01/2023,Twitter,image,1615,726,471,8539,,,,,,
23/01/2023,Facebook,text,672,705,301,4911,,,,,,
23/01/2023,Facebook,text,1751,473,181,4398,,,,,,
23/01/2023,Twitter,text,1652,270,203,5609,,,,,,
23/01/2023,Twitter,image,1387,746,160,7117,,,,,,
23/01/2023,Facebook,text,2041,504,480,7333,,,,,,
23/01/2023,Facebook,text,419,263,185,6742,,,,,,
24/01/2023,Facebook,text,657,603,439,5912,,,,,,
24/01/2023,Twitter,text,894,262,203,9986,,,,,,
24/01/2023,Instagram,image,416,331,156,6552,,,,,,
24/01/2023,Twitter,video,1307,300,206,8704,,,,,,
25/01/2023,Twitter,video,840,501,345,9586,,,,,,
25/01/2023,Facebook,image,1827,583,320,8949,,,,,,
25/01/2023,Twitter,image,1628,763,337,7413,,,,,,
25/01/2023,Facebook,image,1014,359,441,4815,,,,,,
25/01/2023,Instagram,video,886,464,426,4261,,,,,,
25/01/2023,Instagram,video,1951,486,399,4482,,,,,,
26/01/2023,Facebook,video,1610,129,479,8445,,,,,,
26/01/2023,Twitter,video,573,147,114,4462,,,,,,
27/01/2023,Facebook,image,2099,360,466,4176,,,,,,
27/01/2023,Instagram,image,1325,203,279,4188,,,,,,
27/01/2023,Instagram,text,2091,783,175,6845,,,,,,
27/01/2023,Facebook,text,1627,541,484,6911,,,,,,
27/01/2023,Facebook,image,1264,350,377,5420,,,,,,
27/01/2023,Facebook,image,419,137,182,7037,,,,,,
27/01/2023,Instagram,text,1161,514,471,8824,,,,,,
28/01/2023,Twitter,text,811,344,331,4043,,,,,,
28/01/2023,Facebook,text,1249,140,489,6360,,,,,,
28/01/2023,Twitter,image,1379,271,299,5552,,,,,,
28/01/2023,Twitter,text,1612,269,115,5248,,,,,,
29/01/2023,Facebook,text,802,417,283,4389,,,,,,
29/01/2023,Facebook,text,2005,631,227,8819,,,,,,
29/01/2023,Instagram,video,1169,196,116,9728,,,,,,
29/01/2023,Facebook,video,483,829,357,9193,,,,,,
29/01/2023,Facebook,text,2017,851,350,6248,,,,,,
29/01/2023,Facebook,video,863,862,379,8686,,,,,,
29/01/2023,Twitter,text,1735,147,415,9288,,,,,,
29/01/2023,Facebook,video,824,411,496,6576,,,,,,
29/01/2023,Twitter,video,1124,497,281,7689,,,,,,
29/01/2023,Twitter,video,828,126,375,9090,,,,,,
29/01/2023,Instagram,image,588,507,436,4252,,,,,,
30/01/2023,Instagram,image,2180,819,210,9989,,,,,,
30/01/2023,Twitter,text,1230,577,106,4795,,,,,,
30/01/2023,Instagram,image,1233,372,116,8283,,,,,,
31/01/2023,Twitter,video,1838,377,321,6890,,,,,,
31/01/2023,Facebook,image,424,558,342,4642,,,,,,
31/01/2023,Facebook,video,747,595,140,6843,,,,,,
01/02/2023,Twitter,text,867,447,246,4360,,,,,,
01/02/2023,Instagram,video,1895,565,430,9067,,,,,,
01/02/2023,Facebook,text,819,576,356,8995,,,,,,
01/02/2023,Facebook,image,1077,844,334,4783,,,,,,
01/02/2023,Instagram,video,713,444,469,8322,,,,,,
01/02/2023,Instagram,text,1128,737,104,6014,,,,,,
01/02/2023,Twitter,image,625,490,390,7689,,,,,,
02/02/2023,Facebook,text,1004,594,180,9779,,,,,,
02/02/2023,Facebook,image,1918,447,451,9848,,,,,,
02/02/2023,Twitter,image,1216,159,264,7518,,,,,,
03/02/2023,Instagram,text,836,893,443,5802,,,,,,
03/02/2023,Facebook,video,677,381,239,5778,,,,,,
03/02/2023,Instagram,video,1563,288,484,8212,,,,,,
03/02/2023,Twitter,image,984,155,245,9683,,,,,,
03/02/2023,Instagram,text,1971,385,328,8542,,,,,,
03/02/2023,Facebook,video,867,115,226,8128,,,,,,
03/02/2023,Twitter,video,658,477,259,5505,,,,,,
04/02/2023,Instagram,image,1295,492,327,6011,,,,,,
04/02/2023,Instagram,image,848,610,451,8119,,,,,,
04/02/2023,Twitter,text,672,406,105,8904,,,,,,
04/02/2023,Facebook,video,1426,380,430,8287,,,,,,
05/02/2023,Instagram,video,2025,319,437,7982,,,,,,
05/02/2023,Twitter,video,1363,334,153,7251,,,,,,
05/02/2023,Twitter,video,1993,867,243,4837,,,,,,
05/02/2023,Facebook,text,2126,299,499,5889,,,,,,
05/02/2023,Facebook,image,1930,429,458,9362,,,,,,
06/02/2023,Instagram,image,1731,676,298,4570,,,,,,
06/02/2023,Facebook,video,2078,735,132,8008,,,,,,
06/02/2023,Twitter,text,1294,199,329,4938,,,,,,
06/02/2023,Facebook,text,2053,629,415,6741,,,,,,
07/02/2023,Instagram,text,1389,565,296,6916,,,,,,
07/02/2023,Facebook,text,2131,674,400,8312,,,,,,
07/02/2023,Facebook,video,1560,205,221,4547,,,,,,
07/02/2023,Twitter,image,1591,111,188,5101,,,,,,
07/02/2023,Twitter,video,1324,530,257,9031,,,,,,
07/02/2023,Instagram,image,1517,540,486,9797,,,,,,
07/02/2023,Twitter,image,1436,441,477,4574,,,,,,
07/02/2023,Twitter,image,713,433,491,4144,,,,,,
07/02/2023,Facebook,image,2161,234,283,9270,,,,,,
08/02/2023,Facebook,video,1954,542,418,5683,,,,,,
08/02/2023,Instagram,video,1405,202,252,4987,,,,,,
08/02/2023,Instagram,image,434,159,333,8231,,,,,,
08/02/2023,Instagram,video,1893,492,339,9174,,,,,,
09/02/2023,Twitter,image,1276,306,376,4399,,,,,,
09/02/2023,Facebook,image,700,685,160,6439,,,,,,
09/02/2023,Facebook,image,1250,361,105,9374,,,,,,
09/02/2023,Facebook,image,488,685,393,4058,,,,,,
09/02/2023,Twitter,video,920,679,291,7862,,,,,,
09/02/2023,Twitter,text,634,860,405,6299,,,,,,
10/02/2023,Facebook,image,515,375,484,4934,,,,,,
10/02/2023,Twitter,video,975,460,327,8181,,,,,,
10/02/2023,Twitter,image,1121,332,407,6550,,,,,,
10/02/2023,Twitter,text,1233,867,486,7925,,,,,,
11/02/2023,Twitter,video,1479,206,239,6330,,,,,,
11/02/2023,Instagram,image,828,741,279,8134,,,,,,
12/02/2023,Twitter,video,542,479,356,6633,,,,,,
12/02/2023,Twitter,video,845,589,397,6324,,,,,,
12/02/2023,Facebook,image,1152,491,446,4300,,,,,,
12/02/2023,Instagram,video,1396,876,356,8168,,,,,,
12/02/2023,Twitter,image,564,388,462,5589,,,,,,
13/02/2023,Instagram,video,1650,601,206,4784,,,,,,
13/02/2023,Facebook,text,1814,327,476,7160,,,,,,
13/02/2023,Facebook,image,1335,339,146,4965,,,,,,
13/02/2023,Facebook,image,1979,143,183,9998,,,,,,
13/02/2023,Twitter,image,683,304,495,8955,,,,,,
13/02/2023,Facebook,video,1845,829,297,4179,,,,,,
13/02/2023,Facebook,text,1007,568,104,9269,,,,,,
13/02/2023,Twitter,image,1429,355,152,5902,,,,,,
13/02/2023,Twitter,image,1435,414,446,5657,,,,,,
13/02/2023,Instagram,video,1299,459,289,7951,,,,,,
13/02/2023,Facebook,text,852,771,114,8814,,,,,,
13/02/2023,Facebook,image,2098,739,277,8474,,,,,,
14/02/2023,Instagram,text,2196,575,370,6150,,,,,,
14/02/2023,Instagram,video,885,531,155,5648,,,,,,
14/02/2023,Instagram,image,1063,438,121,6348,,,,,,
14/02/2023,Twitter,text,643,190,391,4446,,,,,,
14/02/2023,Instagram,image,1334,451,152,5642,,,,,,
15/02/2023,Instagram,image,804,818,245,6600,,,,,,
15/02/2023,Twitter,video,1401,466,355,7840,,,,,,
15/02/2023,Instagram,image,1567,875,459,4768,,,,,,
15/02/2023,Twitter,image,1934,352,489,7446,,,,,,
16/02/2023,Instagram,text,640,559,140,7495,,,,,,
16/02/2023,Twitter,text,1148,186,366,4182,,,,,,
16/02/2023,Facebook,video,1528,443,140,9042,,,,,,
16/02/2023,Facebook,image,1558,871,377,9703,,,,,,
16/02/2023,Facebook,image,1130,218,372,9512,,,,,,
16/02/2023,Twitter,image,2018,127,254,6328,,,,,,
16/02/2023,Facebook,text,909,900,364,4319,,,,,,
16/02/2023,Instagram,image,1644,100,289,8326,,,,,,
16/02/2023,Twitter,video,1722,278,227,6847,,,,,,
16/02/2023,Twitter,video,721,276,175,5225,,,,,,
17/02/2023,Twitter,text,1774,202,182,6604,,,,,,
17/02/2023,Facebook,text,1433,478,343,5355,,,,,,
17/02/2023,Instagram,video,1594,135,271,6669,,,,,,
18/02/2023,Instagram,image,1717,213,237,7745,,,,,,
18/02/2023,Facebook,video,1007,638,318,4415,,,,,,
18/02/2023,Facebook,image,1631,679,235,8222,,,,,,
18/02/2023,Facebook,text,2053,873,352,4961,,,,,,
18/02/2023,Instagram,text,2090,279,172,8290,,,,,,
18/02/2023,Twitter,image,661,487,224,7764,,,,,,
19/02/2023,Facebook,video,2193,429,265,4487,,,,,,
19/02/2023,Twitter,video,1295,158,467,8487,,,,,,
19/02/2023,Facebook,video,1546,827,205,9057,,,,,,
20/02/2023,Facebook,image,1791,656,112,5619,,,,,,
20/02/2023,Twitter,video,1965,843,365,8952,,,,,,
20/02/2023,Twitter,video,687,442,177,9119,,,,,,
20/02/2023,Twitter,video,1274,583,455,9624,,,,,,
20/02/2023,Instagram,text,2175,225,237,8741,,,,,,
20/02/2023,Instagram,video,876,509,312,5921,,,,,,
20/02/2023,Instagram,image,1150,508,365,7227,,,,,,
21/02/2023,Instagram,text,867,507,372,6924,,,,,,
21/02/2023,Facebook,image,1178,441,384,5487,,,,,,
21/02/2023,Instagram,text,1066,481,157,4423,,,,,,
21/02/2023,Twitter,text,565,824,422,9195,,,,,,
22/02/2023,Instagram,video,709,323,286,5098,,,,,,
22/02/2023,Instagram,image,1444,335,133,5885,,,,,,
22/02/2023,Facebook,image,1042,595,181,6297,,,,,,
22/02/2023,Facebook,video,531,490,438,6842,,,,,,
22/02/2023,Facebook,image,1207,305,113,4592,,,,,,
22/02/2023,Twitter,video,1294,298,149,7360,,,,,,
22/02/2023,Instagram,image,452,556,153,6612,,,,,,
22/02/2023,Facebook,video,1081,174,116,6393,,,,,,
22/02/2023,Facebook,text,717,632,405,6672,,,,,,
23/02/2023,Twitter,image,944,610,146,5554,,,,,,
23/02/2023,Facebook,text,2178,286,264,5746,,,,,,
23/02/2023,Facebook,video,1364,502,178,6134,,,,,,
23/02/2023,Facebook,video,1001,719,398,4177,,,,,,
23/02/2023,Twitter,text,685,335,148,9007,,,,,,
23/02/2023,Twitter,image,1164,466,139,7318,,,,,,
24/02/2023,Instagram,video,1688,732,499,9217,,,,,,
24/02/2023,Facebook,text,1110,892,463,7633,,,,,,
24/02/2023,Twitter,image,2158,264,107,9567,,,,,,
24/02/2023,Twitter,video,906,138,424,7116,,,,,,
24/02/2023,Instagram,video,1112,720,321,8797,,,,,,
25/02/2023,Instagram,video,400,565,353,9100,,,,,,
25/02/2023,Instagram,video,1815,377,269,6280,,,,,,
25/02/2023,Twitter,image,628,715,205,9206,,,,,,
25/02/2023,Twitter,video,1906,500,322,9758,,,,,,
25/02/2023,Instagram,image,1738,561,181,4213,,,,,,
25/02/2023,Instagram,image,1869,341,456,8458,,,,,,
26/02/2023,Twitter,video,1292,339,458,8315,,,,,,
26/02/2023,Instagram,text,1908,708,465,5804,,,,,,
27/02/2023,Twitter,image,1943,376,234,8344,,,,,,
27/02/2023,Twitter,video,579,712,170,7355,,,,,,
27/02/2023,Twitter,image,1436,232,429,7570,,,,,,
27/02/2023,Twitter,image,619,143,180,7653,,,,,,
27/02/2023,Instagram,image,1554,183,499,9728,,,,,,
27/02/2023,Facebook,image,1399,246,383,8040,,,,,,
27/02/2023,Twitter,text,526,177,167,8247,,,,,,
27/02/2023,Instagram,video,1031,768,353,8224,,,,,,
28/02/2023,Instagram,video,1761,696,125,4556,,,,,,
28/02/2023,Facebook,video,1585,443,291,7375,,,,,,
28/02/2023,Facebook,image,2023,575,137,5212,,,,,,
28/02/2023,Twitter,video,1184,571,121,7892,,,,,,
28/02/2023,Instagram,image,1389,704,460,7818,,,,,,
28/02/2023,Twitter,image,721,511,483,7982,,,,,,
28/02/2023,Facebook,text,657,146,416,8187,,,,,,
28/02/2023,Facebook,video,1532,362,233,5732,,,,,,
01/03/2023,Twitter,image,1059,896,234,8677,,,,,,
01/03/2023,Instagram,video,1081,823,422,5143,,,,,,
01/03/2023,Twitter,video,2179,412,218,9145,,,,,,
01/03/2023,Instagram,image,2035,436,211,8546,,,,,,
01/03/2023,Twitter,video,1705,706,334,6055,,,,,,
02/03/2023,Twitter,video,2046,687,473,6985,,,,,,
02/03/2023,Facebook,image,1624,584,298,8780,,,,,,
02/03/2023,Instagram,text,1368,302,459,7387,,,,,,
02/03/2023,Instagram,image,1059,507,434,4437,,,,,,
02/03/2023,Facebook,text,1514,552,288,4183,,,,,,
02/03/2023,Twitter,text,2118,334,418,7951,,,,,,
02/03/2023,Facebook,image,739,594,209,5022,,,,,,
02/03/2023,Facebook,image,694,561,292,5978,,,,,,
02/03/2023,Instagram,image,1180,354,456,5396,,,,,,
02/03/2023,Instagram,image,1708,699,281,9631,,,,,,
03/03/2023,Facebook,image,1720,655,232,5045,,,,,,
03/03/2023,Twitter,text,1571,623,392,8121,,,,,,
03/03/2023,Instagram,video,743,344,192,7959,,,,,,
03/03/2023,Twitter,image,1445,142,469,4676,,,,,,
03/03/2023,Facebook,text,788,144,242,5720,,,,,,
03/03/2023,Twitter,video,1777,872,497,8424,,,,,,
03/03/2023,Twitter,video,1466,337,309,6508,,,,,,
03/03/2023,Instagram,image,1189,273,451,6330,,,,,,
03/03/2023,Twitter,text,1757,789,428,4390,,,,,,
04/03/2023,Instagram,video,1254,652,373,8320,,,,,,
04/03/2023,Facebook,video,1543,833,427,8701,,,,,,
04/03/2023,Facebook,text,2133,759,186,8839,,,,,,
04/03/2023,Facebook,image,759,670,406,7905,,,,,,
05/03/2023,Facebook,image,1872,846,460,5741,,,,,,
05/03/2023,Instagram,text,891,100,376,5227,,,,,,
05/03/2023,Instagram,image,810,759,236,4931,,,,,,
05/03/2023,Twitter,video,522,258,427,9435,,,,,,
05/03/2023,Instagram,video,695,600,426,5704,,,,,,
05/03/2023,Instagram,video,2199,759,286,8065,,,,,,
06/03/2023,Instagram,image,1130,433,418,5322,,,,,,
06/03/2023,Facebook,video,1520,873,317,9466,,,,,,
06/03/2023,Facebook,video,1008,739,418,9762,,,,,,
06/03/2023,Facebook,image,825,229,379,6020,,,,,,
06/03/2023,Instagram,image,954,448,219,8742,,,,,,
06/03/2023,Facebook,video,2009,602,487,7325,,,,,,
06/03/2023,Facebook,text,2110,226,454,8535,,,,,,
07/03/2023,Facebook,text,1002,656,442,7035,,,,,,
07/03/2023,Twitter,image,1545,886,216,7206,,,,,,
07/03/2023,Twitter,image,1900,763,200,5648,,,,,,
07/03/2023,Facebook,text,499,783,343,9155,,,,,,
07/03/2023,Twitter,text,954,316,127,4305,,,,,,
07/03/2023,Instagram,video,742,896,153,7160,,,,,,
07/03/2023,Facebook,image,1361,547,478,4917,,,,,,
07/03/2023,Instagram,image,1762,253,499,7892,,,,,,
08/03/2023,Twitter,text,749,593,310,4909,,,,,,
08/03/2023,Facebook,text,458,627,209,4284,,,,,,
08/03/2023,Instagram,image,895,811,225,9655,,,,,,
09/03/2023,Instagram,image,1403,418,457,5580,,,,,,
09/03/2023,Facebook,image,467,325,112,9086,,,,,,
09/03/2023,Facebook,text,1754,258,491,9015,,,,,,
09/03/2023,Instagram,image,1298,455,175,7994,,,,,,
09/03/2023,Facebook,text,1638,688,434,6427,,,,,,
09/03/2023,Facebook,image,1575,167,421,9374,,,,,,
10/03/2023,Twitter,image,681,698,314,4224,,,,,,
10/03/2023,Facebook,image,601,561,121,7917,,,,,,
10/03/2023,Instagram,text,489,572,409,9338,,,,,,
10/03/2023,Twitter,text,1334,110,226,4228,,,,,,
11/03/2023,Instagram,video,1271,713,246,7684,,,,,,
11/03/2023,Twitter,image,754,468,430,6044,,,,,,
11/03/2023,Twitter,text,1649,197,486,9427,,,,,,
11/03/2023,Twitter,image,405,207,161,5291,,,,,,
12/03/2023,Instagram,image,816,356,471,5057,,,,,,
12/03/2023,Twitter,text,1458,528,369,7399,,,,,,
12/03/2023,Twitter,image,451,896,351,7548,,,,,,
12/03/2023,Instagram,video,460,501,140,4745,,,,,,
12/03/2023,Instagram,text,410,798,102,8280,,,,,,
12/03/2023,Twitter,text,790,470,129,4210,,,,,,
12/03/2023,Twitter,image,2058,889,391,4179,,,,,,
12/03/2023,Twitter,video,542,831,168,8912,,,,,,
12/03/2023,Facebook,image,2139,893,245,9948,,,,,,
12/03/2023,Twitter,text,412,249,107,8118,,,,,,
12/03/2023,Twitter,video,1042,541,171,5164,,,,,,
13/03/2023,Twitter,image,911,659,239,9796,,,,,,
13/03/2023,Facebook,image,2180,383,463,4367,,,,,,
13/03/2023,Instagram,image,2135,508,241,7264,,,,,,
13/03/2023,Instagram,text,613,850,460,6731,,,,,,
13/03/2023,Twitter,image,1815,692,312,7188,,,,,,
13/03/2023,Facebook,text,671,138,285,8016,,,,,,
13/03/2023,Twitter,video,1249,440,473,9766,,,,,,
13/03/2023,Twitter,image,410,339,215,8224,,,,,,
13/03/2023,Twitter,image,2010,210,316,9257,,,,,,
13/03/2023,Facebook,image,495,141,494,4503,,,,,,
14/03/2023,Instagram,text,655,111,407,8368,,,,,,
14/03/2023,Twitter,video,1084,212,425,4214,,,,,,
15/03/2023,Facebook,image,1935,634,359,5641,,,,,,
15/03/2023,Facebook,image,1930,668,144,8109,,,,,,
15/03/2023,Instagram,text,610,502,234,5906,,,,,,
15/03/2023,Facebook,image,1642,251,225,9218,,,,,,
15/03/2023,Twitter,text,996,612,365,4894,,,,,,
15/03/2023,Twitter,image,556,856,433,8640,,,,,,
15/03/2023,Twitter,text,448,463,261,4699,,,,,,
15/03/2023,Twitter,video,776,696,498,8442,,,,,,
15/03/2023,Facebook,text,751,757,168,7896,,,,,,
16/03/2023,Twitter,video,820,797,228,5961,,,,,,
17/03/2023,Instagram,text,679,423,159,8481,,,,,,
17/03/2023,Facebook,image,528,373,245,5086,,,,,,
17/03/2023,Twitter,text,412,338,280,4238,,,,,,
17/03/2023,Twitter,video,848,168,282,6144,,,,,,
17/03/2023,Instagram,text,1350,489,463,6644,,,,,,
17/03/2023,Facebook,text,2197,611,218,8094,,,,,,
17/03/2023,Instagram,image,1562,515,488,5537,,,,,,
18/03/2023,Instagram,image,1067,858,365,4018,,,,,,
18/03/2023,Twitter,image,988,578,375,5306,,,,,,
18/03/2023,Facebook,image,1298,142,184,6737,,,,,,
18/03/2023,Twitter,video,1892,514,284,7340,,,,,,
18/03/2023,Instagram,image,1945,206,330,7207,,,,,,
18/03/2023,Instagram,image,1279,230,344,7855,,,,,,
18/03/2023,Instagram,video,1184,494,266,4328,,,,,,
18/03/2023,Twitter,image,1962,289,326,7530,,,,,,
19/03/2023,Twitter,video,1520,695,208,5308,,,,,,
19/03/2023,Instagram,video,636,824,452,5140,,,,,,
20/03/2023,Twitter,image,2138,313,404,7516,,,,,,
20/03/2023,Instagram,image,515,653,407,8650,,,,,,
20/03/2023,Twitter,image,1215,597,228,7371,,,,,,
20/03/2023,Twitter,text,649,520,379,5356,,,,,,
20/03/2023,Twitter,video,1166,604,231,8569,,,,,,
21/03/2023,Instagram,video,1022,473,349,7241,,,,,,
21/03/2023,Facebook,video,1480,664,270,5544,,,,,,
21/03/2023,Instagram,image,1742,275,348,7532,,,,,,
21/03/2023,Instagram,text,1952,685,358,6335,,,,,,
22/03/2023,Facebook,video,528,716,323,5795,,,,,,
22/03/2023,Instagram,video,1475,267,435,9506,,,,,,
22/03/2023,Twitter,text,463,772,157,7606,,,,,,
22/03/2023,Instagram,image,689,206,103,7587,,,,,,
23/03/2023,Facebook,text,564,326,471,5555,,,,,,
23/03/2023,Facebook,image,691,253,287,5031,,,,,,
23/03/2023,Facebook,text,1406,259,318,8219,,,,,,
24/03/2023,Twitter,text,1873,669,341,8033,,,,,,
24/03/2023,Facebook,text,1349,233,319,5290,,,,,,
24/03/2023,Twitter,text,1379,682,225,5561,,,,,,
24/03/2023,Instagram,video,709,498,360,6352,,,,,,
24/03/2023,Twitter,video,867,202,438,9326,,,,,,
24/03/2023,Twitter,image,1451,482,460,5459,,,,,,
24/03/2023,Instagram,image,1497,176,113,4928,,,,,,
25/03/2023,Instagram,video,1734,592,210,4616,,,,,,
26/03/2023,Twitter,video,515,216,380,7090,,,,,,
26/03/2023,Twitter,image,1682,708,161,4328,,,,,,
26/03/2023,Facebook,video,1423,196,390,4112,,,,,,
26/03/2023,Twitter,text,522,805,288,7107,,,,,,
26/03/2023,Facebook,video,1063,133,300,8772,,,,,,
26/03/2023,Facebook,text,2177,710,326,6714,,,,,,
26/03/2023,Facebook,video,2084,860,279,8851,,,,,,
26/03/2023,Instagram,text,1761,888,415,8090,,,,,,
27/03/2023,Facebook,text,504,641,429,4759,,,,,,
27/03/2023,Instagram,text,1182,513,392,4220,,,,,,
27/03/2023,Instagram,text,1895,637,259,4319,,,,,,
27/03/2023,Twitter,video,1784,118,201,6615,,,,,,
27/03/2023,Twitter,text,1503,183,494,9989,,,,,,
27/03/2023,Facebook,video,1375,125,152,7333,,,,,,
27/03/2023,Twitter,video,1998,808,487,9758,,,,,,
28/03/2023,Twitter,image,867,345,332,5637,,,,,,
28/03/2023,Twitter,text,1138,784,327,4026,,,,,,
28/03/2023,Facebook,image,1194,465,114,4767,,,,,,
28/03/2023,Instagram,image,472,128,433,8361,,,,,,
28/03/2023,Facebook,image,1318,561,405,9041,,,,,,
28/03/2023,Twitter,video,1105,413,256,6050,,,,,,
